ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,neighborhood
11823985,JC424070,09/10/2019 06:41:00 PM,027XX S KEDVALE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,1031,10,22,30,03,1149161.0,1885492.0,2019,09/17/2019 03:49:10 PM,41.841714646,-87.728124002,"(41.841714646, -87.728124002)",Little Village
11823991,JC428015,09/10/2019 06:41:00 PM,084XX S HOLLAND RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,622,6,21,44,06,1175662.0,1848962.0,2019,09/17/2019 03:49:10 PM,41.740918989,-87.631967753,"(41.740918989, -87.631967753)",Chatham
11823954,JC428031,09/10/2019 06:33:00 PM,082XX S COLFAX AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,423,4,7,46,18,1194941.0,1850749.0,2019,09/17/2019 03:49:10 PM,41.745369781,-87.561273426,"(41.745369781, -87.561273426)",South Chicago
11823969,JC428035,09/10/2019 06:32:00 PM,081XX S COLFAX AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,422,4,7,46,08B,1194925.0,1851465.0,2019,09/17/2019 03:49:10 PM,41.747334936,-87.561308513,"(41.747334936, -87.561308513)",South Chicago
11860364,JC472147,09/10/2019 06:30:00 PM,007XX S CLARK ST,0890,THEFT,FROM BUILDING,OTHER,False,False,123,1,4,32,06,1175634.0,1897062.0,2019,10/17/2019 03:42:41 PM,41.872910562,-87.63062942,"(41.872910562, -87.63062942)",Loop
11823756,JC427984,09/10/2019 06:30:00 PM,016XX N MILWAUKEE AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1434,14,2,24,06,1162407.0,1910927.0,2019,09/17/2019 03:49:10 PM,41.911244117,-87.678803459,"(41.911244117, -87.678803459)",Wicker Park
11824012,JC428208,09/10/2019 06:30:00 PM,035XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,213,2,3,35,06,1176522.0,1881702.0,2019,09/17/2019 03:49:10 PM,41.830741639,-87.627832515,"(41.830741639, -87.627832515)",Douglas
11823942,JC428142,09/10/2019 06:30:00 PM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False,111,1,42,32,06,1176332.0,1901600.0,2019,09/17/2019 03:49:10 PM,41.885347387,-87.627929824,"(41.885347387, -87.627929824)",Loop
11824509,JC428446,09/10/2019 06:30:00 PM,014XX W 17TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1233,12,25,31,14,1166980.0,1891836.0,2019,09/17/2019 03:49:10 PM,41.858759995,-87.66255205,"(41.858759995, -87.66255205)",Lower West Side
11823987,JC428013,09/10/2019 06:30:00 PM,015XX E 61ST ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),True,True,314,3,5,42,04A,1187632.0,1864700.0,2019,09/17/2019 03:49:10 PM,41.783829393,-87.587611258,"(41.783829393, -87.587611258)",Woodlawn
11823730,JC428004,09/10/2019 06:27:00 PM,041XX W GLADYS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1132,11,28,26,18,1148839.0,1898033.0,2019,09/17/2019 03:49:10 PM,41.876134914,-87.728981708,"(41.876134914, -87.728981708)",Garfield Park
11824021,JC427989,09/10/2019 06:25:00 PM,004XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,CTA PLATFORM,False,False,1225,12,27,28,06,1163135.0,1897829.0,2019,09/17/2019 03:49:10 PM,41.875286899,-87.67649739,"(41.875286899, -87.67649739)","Little Italy, UIC"
11824229,JC427983,09/10/2019 06:25:00 PM,070XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,True,322,3,6,69,08B,1180796.0,1858409.0,2019,09/17/2019 03:49:10 PM,41.766726226,-87.612867478,"(41.766726226, -87.612867478)",Grand Crossing
11823782,JC428000,09/10/2019 06:25:00 PM,005XX N HAMLIN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1122,11,27,23,06,1150960.0,1903329.0,2019,09/17/2019 03:49:10 PM,41.89062646,-87.721055336,"(41.89062646, -87.721055336)",Humboldt Park
11825817,JC428012,09/10/2019 06:20:00 PM,086XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,632,6,8,44,06,1183074.0,1847795.0,2019,09/17/2019 03:49:10 PM,41.737547633,-87.604847215,"(41.737547633, -87.604847215)",Chatham
11824456,JC428676,09/10/2019 06:19:00 PM,001XX W ELM ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1824,18,27,8,08B,1175121.0,1908069.0,2019,09/17/2019 03:49:10 PM,41.903125898,-87.632182661,"(41.903125898, -87.632182661)",River North
11824078,JC428072,09/10/2019 06:15:00 PM,109XX S DOTY AVE E,031A,ROBBERY,ARMED: HANDGUN,DEPARTMENT STORE,False,False,513,5,10,51,03,1185667.0,1832643.0,2019,09/17/2019 03:49:10 PM,41.695908161,-87.595822806,"(41.695908161, -87.595822806)",South Deering
11824002,JC428029,09/10/2019 06:06:00 PM,004XX W 79TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,True,False,621,6,17,69,04A,1174915.0,1852548.0,2019,09/17/2019 03:49:10 PM,41.750776098,-87.634597998,"(41.750776098, -87.634597998)",Grand Crossing
11825225,JC429578,09/10/2019 06:00:00 PM,025XX S DRAKE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1024,10,22,30,08A,1153110.0,1886876.0,2019,09/17/2019 03:49:10 PM,41.845435237,-87.713595667,"(41.845435237, -87.713595667)",Little Village
11823831,JC428080,09/10/2019 06:00:00 PM,077XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,835,8,18,70,14,1155053.0,1853170.0,2019,09/17/2019 03:49:10 PM,41.752902548,-87.70736581,"(41.752902548, -87.70736581)",Ashburn
11824288,JC428431,09/10/2019 06:00:00 PM,032XX W 62ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,823,8,23,66,14,1155866.0,1863337.0,2019,09/17/2019 03:49:10 PM,41.780786095,-87.7041139,"(41.780786095, -87.7041139)",Chicago Lawn
11823830,JC428060,09/10/2019 06:00:00 PM,105XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2233,22,34,49,06,1173175.0,1835011.0,2019,09/17/2019 03:49:10 PM,41.702690736,-87.641490676,"(41.702690736, -87.641490676)",Roseland
11825277,JC429595,09/10/2019 06:00:00 PM,039XX N DRAKE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1732,17,35,16,06,1152023.0,1925945.0,2019,09/17/2019 03:49:10 PM,41.952665845,-87.716554076,"(41.952665845, -87.716554076)",Irving Park
11824388,JC428502,09/10/2019 06:00:00 PM,046XX W NORTH AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,False,False,2533,25,37,25,06,1145011.0,1910225.0,2019,09/17/2019 03:49:10 PM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)",Austin
11825266,JC429517,09/10/2019 06:00:00 PM,004XX N WELLS ST,0560,ASSAULT,SIMPLE,OTHER,False,False,1831,18,42,8,08A,1174655.0,1903385.0,2019,09/17/2019 03:49:10 PM,41.890283192,-87.63403459,"(41.890283192, -87.63403459)",River North
11823955,JC428094,09/10/2019 06:00:00 PM,001XX W 87TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,622,6,21,44,06,1176740.0,1847273.0,2019,09/17/2019 03:49:10 PM,41.736259984,-87.628068782,"(41.736259984, -87.628068782)",Chatham
11824022,JC428191,09/10/2019 06:00:00 PM,009XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,1214,12,27,24,06,1170259.0,1902888.0,2019,09/17/2019 03:49:10 PM,41.889016567,-87.650193151,"(41.889016567, -87.650193151)",West Loop
11856562,JC467426,09/10/2019 06:00:00 PM,028XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1032,10,22,30,07,1155156.0,1885056.0,2019,10/13/2019 06:25:19 PM,41.84040018,-87.706135795,"(41.84040018, -87.706135795)",Little Village
11824420,JC428590,09/10/2019 06:00:00 PM,025XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,133,1,4,33,08B,1177647.0,1887564.0,2019,09/17/2019 03:49:10 PM,41.846801978,-87.623527134,"(41.846801978, -87.623527134)",Near South Side
11824772,JC428976,09/10/2019 06:00:00 PM,014XX S INDIANA AVE,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,132,1,3,33,08A,1177890.0,1893527.0,2019,09/17/2019 03:49:10 PM,41.86315933,-87.622454163,"(41.86315933, -87.622454163)",Near South Side
11823741,JC427973,09/10/2019 05:58:00 PM,106XX S HALSTED ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,GAS STATION,True,False,2233,22,34,49,26,1172869.0,1834211.0,2019,09/17/2019 03:49:10 PM,41.700502156,-87.642634662,"(41.700502156, -87.642634662)",Washington Heights
11823862,JC427972,09/10/2019 05:50:00 PM,036XX W THOMAS ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,1112,11,27,23,08B,1151734.0,1907084.0,2019,09/17/2019 03:49:10 PM,41.900915364,-87.718113929,"(41.900915364, -87.718113929)",Humboldt Park
11825143,JC427930,09/10/2019 05:50:00 PM,111XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,False,True,531,5,9,49,08B,1179549.0,1831239.0,2019,09/17/2019 03:49:10 PM,41.692196959,-87.618265505,"(41.692196959, -87.618265505)",Roseland
11825018,JC429227,09/10/2019 05:45:00 PM,030XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1931,19,32,5,06,1161158.0,1920254.0,2019,09/17/2019 03:49:10 PM,41.9368641,-87.683132056,"(41.9368641, -87.683132056)",North Center
11823752,JC427927,09/10/2019 05:45:00 PM,001XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,112,1,42,32,06,1177321.0,1899793.0,2019,09/17/2019 03:49:10 PM,41.880366516,-87.6243529,"(41.880366516, -87.6243529)",Grant Park
11823982,JC427935,09/10/2019 05:45:00 PM,026XX W 12TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,True,1023,10,28,29,14,1158794.0,1894289.0,2019,09/17/2019 03:49:10 PM,41.865662843,-87.692532873,"(41.865662843, -87.692532873)",North Lawndale
11824580,JC428818,09/10/2019 05:43:00 PM,0000X W HURON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1832,18,2,8,06,1175978.0,1905065.0,2019,09/17/2019 03:49:10 PM,41.89486351,-87.629125336,"(41.89486351, -87.629125336)",River North
11824005,JC427951,09/10/2019 05:40:00 PM,010XX W LILL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1932,19,43,7,05,1168837.0,1917112.0,2019,09/17/2019 03:49:10 PM,41.928079017,-87.655002168,"(41.928079017, -87.655002168)",Sheffield & DePaul
11823953,JC427938,09/10/2019 05:40:00 PM,013XX W CHICAGO AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1215,12,27,24,05,1167056.0,1905465.0,2019,09/17/2019 03:49:10 PM,41.896157409,-87.661881704,"(41.896157409, -87.661881704)",West Town
11823986,JC427970,09/10/2019 05:38:00 PM,074XX S ASHLAND AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,True,False,735,7,17,67,15,1166970.0,1855462.0,2019,09/17/2019 03:49:10 PM,41.758945884,-87.66362918,"(41.758945884, -87.66362918)",Englewood
11823929,JC427980,09/10/2019 05:38:00 PM,011XX N MONTICELLO AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,False,1112,11,27,23,18,1151832.0,1907402.0,2019,09/17/2019 03:49:10 PM,41.901786058,-87.717745584,"(41.901786058, -87.717745584)",Humboldt Park
11846667,JC455535,09/10/2019 05:35:00 PM,029XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,1412,14,35,21,06,1154207.0,1919280.0,2019,10/04/2019 03:39:25 PM,41.934333194,-87.708704095,"(41.934333194, -87.708704095)",Avondale
11823947,JC428109,09/10/2019 05:30:00 PM,066XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,321,3,5,42,08B,1185358.0,1861155.0,2019,09/17/2019 03:49:10 PM,41.774155423,-87.59605989,"(41.774155423, -87.59605989)",Woodlawn
11825729,JC429991,09/10/2019 05:30:00 PM,051XX N SIMONDS DR,1310,CRIMINAL DAMAGE,TO PROPERTY,PARK PROPERTY,False,False,2024,20,48,3,14,1170317.0,1934890.0,2019,09/17/2019 03:49:10 PM,41.976830217,-87.649042143,"(41.976830217, -87.649042143)",Edgewater
11823825,JC427939,09/10/2019 05:30:00 PM,035XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1733,17,35,21,06,1154298.0,1923613.0,2019,09/17/2019 03:49:10 PM,41.946221444,-87.708253555,"(41.946221444, -87.708253555)",Avondale
11824167,JC428170,09/10/2019 05:30:00 PM,073XX N HOYNE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,True,True,2424,24,49,1,20,1160973.0,1948899.0,2019,10/16/2019 09:36:02 PM,42.015471056,-87.683012755,"(42.015471056, -87.683012755)",Rogers Park
11823732,JC427912,09/10/2019 05:30:00 PM,078XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,True,835,8,18,70,08B,1161742.0,1852516.0,2019,09/17/2019 03:49:10 PM,41.75097171,-87.682871235,"(41.75097171, -87.682871235)",Ashburn
11823957,JC427986,09/10/2019 05:30:00 PM,045XX N RAVENSWOOD AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,False,False,1912,19,47,4,03,1163408.0,1930085.0,2019,09/17/2019 03:49:10 PM,41.963793736,-87.67458531,"(41.963793736, -87.67458531)",Lincoln Square
11839731,JC447120,09/10/2019 05:30:00 PM,027XX W AINSLIE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2031,20,40,4,08B,1157011.0,1932564.0,2019,09/27/2019 03:40:20 PM,41.970728794,-87.698037503,"(41.970728794, -87.698037503)",Lincoln Square
11823726,JC427903,09/10/2019 05:29:00 PM,013XX S CLINTON ST,0860,THEFT,RETAIL THEFT,OTHER,True,False,124,1,11,28,06,1172924.0,1894302.0,2019,09/17/2019 03:49:10 PM,41.865397377,-87.640660777,"(41.865397377, -87.640660777)",West Loop
11823731,JC427914,09/10/2019 05:26:00 PM,035XX W CERMAK RD,2026,NARCOTICS,POSS: PCP,STREET,True,False,1024,10,24,29,18,1152902.0,1889146.0,2019,09/17/2019 03:49:10 PM,41.851668507,-87.714298959,"(41.851668507, -87.714298959)",Little Village
11823935,JC427898,09/10/2019 05:25:00 PM,059XX S KEDZIE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SMALL RETAIL STORE,False,False,824,8,16,66,04A,1156071.0,1864960.0,2019,09/17/2019 03:49:10 PM,41.785235725,-87.703318726,"(41.785235725, -87.703318726)",Chicago Lawn
11823717,JC427929,09/10/2019 05:25:00 PM,081XX S YATES BLVD,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,False,414,4,7,46,26,1193601.0,1851429.0,2019,09/17/2019 03:49:10 PM,41.747268645,-87.566161106,"(41.747268645, -87.566161106)",South Chicago
11823766,JC428006,09/10/2019 05:15:00 PM,007XX N PULASKI RD,0870,THEFT,POCKET-PICKING,"SCHOOL, PRIVATE, BUILDING",False,False,1111,11,37,23,06,1149590.0,1904648.0,2019,09/17/2019 03:49:10 PM,41.894272651,-87.726052394,"(41.894272651, -87.726052394)",Humboldt Park
11823823,JC428051,09/10/2019 05:15:00 PM,017XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,False,False,1215,12,27,24,06,1164774.0,1903143.0,2019,09/17/2019 03:49:10 PM,41.889834367,-87.670328909,"(41.889834367, -87.670328909)",West Town
11824066,JC428221,09/10/2019 05:15:00 PM,002XX W 70TH ST,0460,BATTERY,SIMPLE,STREET,False,False,731,7,6,69,08B,1176086.0,1858561.0,2019,09/17/2019 03:49:10 PM,41.767250296,-87.630126794,"(41.767250296, -87.630126794)",Grand Crossing
11823685,JC427869,09/10/2019 05:14:00 PM,047XX S VINCENNES AVE,0560,ASSAULT,SIMPLE,STREET,False,False,223,2,3,38,08A,1180398.0,1873719.0,2019,09/17/2019 03:49:10 PM,41.808747436,-87.613856692,"(41.808747436, -87.613856692)",Grand Boulevard
11823666,JC427901,09/10/2019 05:10:00 PM,052XX S PULASKI RD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,815,8,23,62,08B,1150590.0,1869566.0,2019,09/17/2019 03:49:10 PM,41.79798374,-87.723294914,"(41.79798374, -87.723294914)",West Elsdon
11824556,JC427894,09/10/2019 05:10:00 PM,104XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,False,512,5,9,49,04A,1178871.0,1835534.0,2019,09/17/2019 03:49:10 PM,41.70399846,-87.620617627,"(41.70399846, -87.620617627)",Roseland
11824798,JC429142,09/10/2019 05:02:00 PM,019XX E 71ST PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,True,False,333,3,5,43,14,1190562.0,1857968.0,2019,09/27/2019 03:40:20 PM,41.765286035,-87.577086035,"(41.765286035, -87.577086035)",South Shore
11825859,JC430466,09/10/2019 05:00:00 PM,060XX S COTTAGE GROVE AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,False,313,3,20,42,06,1182603.0,1865189.0,2019,09/17/2019 03:49:10 PM,41.78528946,-87.606034015,"(41.78528946, -87.606034015)",Woodlawn
11825350,JC428283,09/10/2019 05:00:00 PM,058XX W FOSTER AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1622,16,45,11,06,1136084.0,1934220.0,2019,09/17/2019 03:49:10 PM,41.97567305,-87.774949115,"(41.97567305, -87.774949115)",Jefferson Park
11823829,JC427866,09/10/2019 05:00:00 PM,031XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,1724,17,33,16,08B,1154441.0,1929069.0,2019,09/17/2019 03:49:10 PM,41.961190208,-87.707581501,"(41.961190208, -87.707581501)",Irving Park
11823689,JC427926,09/10/2019 05:00:00 PM,019XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,131,1,3,33,11,1176628.0,1890938.0,2019,09/17/2019 03:49:10 PM,41.856083523,-87.627164967,"(41.856083523, -87.627164967)",Near South Side
11967344,JD131570,09/10/2019 05:00:00 PM,050XX W ALTGELD ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,False,2521,25,31,19,17,1142274.0,1916164.0,2019,02/05/2020 03:40:53 PM,41.926012775,-87.752635786,"(41.926012775, -87.752635786)",Belmont Cragin
11823914,JC427857,09/10/2019 05:00:00 PM,067XX S EVANS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,321,3,20,42,11,1182377.0,1860478.0,2019,09/17/2019 03:49:10 PM,41.772367279,-87.607008514,"(41.772367279, -87.607008514)",Woodlawn
11823828,JC427873,09/10/2019 05:00:00 PM,064XX S VERNON AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,ALLEY,True,True,312,3,20,42,04B,1180360.0,1862348.0,2019,09/17/2019 03:49:10 PM,41.777545251,-87.614344873,"(41.777545251, -87.614344873)",Woodlawn
11825044,JC429122,09/10/2019 05:00:00 PM,005XX W MADISON ST,0810,THEFT,OVER $500,OTHER RAILROAD PROP / TRAIN DEPOT,False,False,121,1,42,28,06,,,2019,09/17/2019 03:49:10 PM,,,,
11824442,JC428697,09/10/2019 05:00:00 PM,014XX E 53RD ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,234,2,5,41,11,1186920.0,1870416.0,2019,09/17/2019 03:49:10 PM,41.799531452,-87.590040481,"(41.799531452, -87.590040481)",Hyde Park
11826134,JC427995,09/10/2019 05:00:00 PM,006XX N SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1122,11,37,23,08B,1150274.0,1904006.0,2019,10/05/2019 03:40:11 PM,41.892497624,-87.72355701,"(41.892497624, -87.72355701)",Humboldt Park
11824168,JC428269,09/10/2019 05:00:00 PM,072XX S SOUTH SHORE DR,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,334,3,7,43,06,1194812.0,1857891.0,2019,09/17/2019 03:49:10 PM,41.764971149,-87.561511321,"(41.764971149, -87.561511321)",South Shore
11824259,JC428410,09/10/2019 05:00:00 PM,030XX N SAWYER AVE,0810,THEFT,OVER $500,STREET,False,False,1412,14,35,21,06,1154184.0,1920130.0,2019,09/17/2019 03:49:10 PM,41.936666118,-87.708765863,"(41.936666118, -87.708765863)",Avondale
11901605,JC522978,09/10/2019 05:00:00 PM,005XX W 87TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,2223,22,21,71,06,1174066.0,1847120.0,2019,11/27/2019 03:40:38 PM,41.735899845,-87.637869886,"(41.735899845, -87.637869886)",Auburn Gresham
11823922,JC427849,09/10/2019 04:59:00 PM,056XX S RACINE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,False,False,712,7,16,68,04B,1169285.0,1867289.0,2019,09/17/2019 03:49:10 PM,41.791350864,-87.654802831,"(41.791350864, -87.654802831)",Englewood
11823729,JC427891,09/10/2019 04:57:00 PM,044XX S PULASKI RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,821,8,14,57,06,1150424.0,1874895.0,2019,09/17/2019 03:49:10 PM,41.812610526,-87.723765071,"(41.812610526, -87.723765071)",Archer Heights
11823801,JC427958,09/10/2019 04:56:00 PM,120XX S YALE AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,True,False,523,5,9,53,24,1176776.0,1825180.0,2019,09/17/2019 03:49:10 PM,41.675632865,-87.628599281,"(41.675632865, -87.628599281)",West Pullman
11824725,JC428689,09/10/2019 04:50:00 PM,004XX W 76TH ST,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,621,6,6,69,08A,1174859.0,1854542.0,2019,09/17/2019 03:49:10 PM,41.756249125,-87.634743877,"(41.756249125, -87.634743877)",Grand Crossing
11825311,JC427817,09/10/2019 04:50:00 PM,007XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,624,6,6,44,14,1182734.0,1852793.0,2019,09/17/2019 03:49:10 PM,41.751270583,-87.605938082,"(41.751270583, -87.605938082)",Grand Crossing
11823789,JC427824,09/10/2019 04:47:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24,49,1,06,1163126.0,1950347.0,2019,09/17/2019 03:49:10 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)",
11823753,JC427831,09/10/2019 04:45:00 PM,038XX W 47TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,821,8,14,57,08B,1151366.0,1873189.0,2019,09/07/2021 03:41:02 PM,41.807910632,-87.720354401,"(41.807910632, -87.720354401)",Archer Heights
11823961,JC427959,09/10/2019 04:45:00 PM,126XX S EDBROOKE AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,532,5,9,53,06,1179507.0,1821168.0,2019,09/17/2019 03:49:10 PM,41.664561596,-87.618725077,"(41.664561596, -87.618725077)",West Pullman
11823744,JC427915,09/10/2019 04:39:00 PM,051XX S MERRIMAC AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,811,8,14,56,18,1135582.0,1869608.0,2019,09/17/2019 03:49:10 PM,41.798378084,-87.778331925,"(41.798378084, -87.778331925)",Garfield Ridge
11823818,JC428030,09/10/2019 04:39:00 PM,033XX W LE MOYNE ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,True,False,1422,14,26,23,24,1153898.0,1909771.0,2019,09/17/2019 03:49:10 PM,41.908245878,-87.710093647,"(41.908245878, -87.710093647)",Humboldt Park
11823791,JC427804,09/10/2019 04:35:00 PM,014XX N LONG AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,2532,25,37,25,06,1140086.0,1909122.0,2019,09/17/2019 03:49:10 PM,41.906729124,-87.760848461,"(41.906729124, -87.760848461)",Austin
11823678,JC427861,09/10/2019 04:30:00 PM,001XX W MAPLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENTIAL YARD (FRONT/BACK),False,True,1824,18,27,8,26,1174883.0,1907592.0,2019,09/17/2019 03:49:10 PM,41.901822321,-87.633071176,"(41.901822321, -87.633071176)",River North
11823626,JC427793,09/10/2019 04:30:00 PM,041XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1915,19,46,3,14,1168423.0,1927757.0,2019,09/17/2019 03:49:10 PM,41.957298342,-87.656214464,"(41.957298342, -87.656214464)",Uptown
11823788,JC427882,09/10/2019 04:26:00 PM,008XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1822,18,2,8,06,1170635.0,1910871.0,2019,09/17/2019 03:49:10 PM,41.910914175,-87.648578343,"(41.910914175, -87.648578343)",Old Town
11823667,JC427782,09/10/2019 04:26:00 PM,098XX S LOOMIS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2213,22,21,73,08B,1168754.0,1839702.0,2019,09/17/2019 03:49:10 PM,41.715659895,-87.657544457,"(41.715659895, -87.657544457)",Washington Heights
11823781,JC427999,09/10/2019 04:21:00 PM,003XX W 95TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,511,5,21,49,08B,1175488.0,1841922.0,2019,09/17/2019 03:49:10 PM,41.721604192,-87.632815201,"(41.721604192, -87.632815201)",Roseland
11823633,JC427758,09/10/2019 04:20:00 PM,011XX S COLUMBUS DR,0460,BATTERY,SIMPLE,CTA BUS,False,False,114,1,4,32,08B,1178405.0,1895625.0,2019,09/17/2019 03:49:10 PM,41.86890465,-87.620499717,"(41.86890465, -87.620499717)",Grant Park
11823643,JC427760,09/10/2019 04:20:00 PM,035XX S RHODES AVE,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,False,False,212,2,4,35,08A,1180172.0,1881335.0,2019,09/17/2019 03:49:10 PM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)",Douglas
