trip_id,year,month,week,day,hour,usertype,gender,starttime,stoptime,tripduration,temperature,events,from_station_id,from_station_name,latitude_start,longitude_start,dpcapacity_start,to_station_id,to_station_name,latitude_end,longitude_end,dpcapacity_end,start_neighborhood,end_neighborhood
13395522,2017,3,10,4,17,Subscriber,Male,2017-03-10 17:10:02,2017-03-10 17:18:32,8.5,27.0,cloudy,451,Sheridan Rd & Loyola Ave,42.00104377979,-87.66119824329998,15.0,432,Clark St & Lunt Ave,42.009074,-87.67419,19.0,Rogers Park,Rogers Park
7797304,2015,10,41,0,16,Subscriber,Female,2015-10-05 16:48:00,2015-10-05 17:03:00,15.15,59.0,cloudy,66,Clinton St & Lake St,41.88583274,-87.64138231,19.0,285,Wood St & Grand Ave,41.89113,-87.67203,15.0,West Loop,West Town
2961121,2014,8,32,1,14,Subscriber,Male,2014-08-05 14:22:00,2014-08-05 14:39:00,17.733333333333334,78.1,cloudy,26,McClurg Ct & Illinois St,41.89102000000001,-87.6173,23.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,Streeterville,Gold Coast
11511454,2016,8,34,3,11,Subscriber,Female,2016-08-25 11:16:19,2016-08-25 11:23:35,7.266666666666667,75.9,cloudy,222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,19.0,260,Kedzie Ave & Milwaukee Ave,41.929567,-87.70785699999998,19.0,Logan Square,Logan Square
15561531,2017,8,31,3,9,Subscriber,Male,2017-08-03 09:11:07,2017-08-03 09:31:55,20.8,79.0,cloudy,183,Damen Ave & Augusta Blvd,41.899113,-87.677212,23.0,51,Clark St & Randolph St,41.88457623,-87.63188991,39.0,Ukrainian Village,Loop
11067824,2016,8,31,0,18,Subscriber,Male,2016-08-01 18:34:20,2016-08-01 18:48:18,13.966666666666669,78.1,cloudy,283,LaSalle St & Jackson Blvd,41.87817,-87.631985,31.0,138,Clybourn Ave & Division St,41.904613,-87.640552,15.0,Loop,Old Town
13607584,2017,4,15,1,0,Subscriber,Male,2017-04-11 00:13:35,2017-04-11 00:16:13,2.6333333333333333,42.1,cloudy,59,Wabash Ave & Roosevelt Rd,41.867227,-87.625961,23.0,72,Wabash Ave & 16th St,41.860384,-87.625813,31.0,Near South Side,Near South Side
8623580,2016,1,3,3,10,Subscriber,Male,2016-01-21 10:18:00,2016-01-21 10:30:00,12.15,23.0,cloudy,342,Wolcott Ave & Polk St,41.871262,-87.673688,15.0,233,Sangamon St & Washington Blvd (*),41.883004,-87.65114799999998,15.0,"Little Italy, UIC",West Loop
16117908,2017,8,35,1,17,Subscriber,Male,2017-08-29 17:58:19,2017-08-29 18:06:12,7.883333333333334,71.1,cloudy,66,Clinton St & Lake St,41.885637,-87.641823,23.0,47,State St & Kinzie St,41.889187,-87.62775400000002,31.0,West Loop,River North
14017398,2017,5,20,0,15,Subscriber,Male,2017-05-15 15:20:35,2017-05-15 15:25:30,4.916666666666667,81.0,cloudy,66,Clinton St & Lake St,41.885637,-87.641823,23.0,75,Clinton St & Jackson Blvd,41.877245,-87.63936600000002,31.0,West Loop,West Loop
2070052,2014,6,24,3,17,Subscriber,Male,2014-06-12 17:58:00,2014-06-12 18:07:00,8.766666666666667,77.0,cloudy,66,Clinton St & Lake St,41.8858327415,-87.6413823149,19.0,337,Clark St & Chicago Ave,41.896544,-87.630931,19.0,West Loop,Rush & Division
16641638,2017,9,39,1,8,Subscriber,Male,2017-09-26 08:03:47,2017-09-26 08:22:43,18.933333333333334,78.1,cloudy,181,LaSalle St & Illinois St,41.890762,-87.631697,31.0,152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,15.0,River North,Sheffield & DePaul
6589174,2015,7,31,4,7,Subscriber,Male,2015-07-31 07:00:00,2015-07-31 07:05:00,5.333333333333333,73.0,cloudy,195,Columbus Dr & Randolph St,41.884728,-87.61952099999998,31.0,35,Streeter Dr & Illinois St,41.891071,-87.6122,39.0,Loop,Streeterville
4647469,2015,3,12,0,16,Subscriber,Male,2015-03-16 16:00:00,2015-03-16 16:25:00,25.53333333333333,73.0,cloudy,334,Lake Shore Dr & Belmont Ave,41.940775,-87.63919200000002,19.0,334,Lake Shore Dr & Belmont Ave,41.940775,-87.63919200000002,19.0,Lake View,Lake View
4976714,2015,4,18,1,7,Subscriber,Male,2015-04-28 07:16:00,2015-04-28 07:23:00,7.216666666666667,45.0,cloudy,192,Canal St & Adams St,41.879255,-87.639904,39.0,90,Millennium Park,41.8810317,-87.62408432,35.0,West Loop,Millenium Park
15054220,2017,7,27,6,22,Subscriber,Male,2017-07-09 22:05:37,2017-07-09 22:12:12,6.583333333333333,78.1,cloudy,94,Clark St & Armitage Ave,41.918306,-87.636282,31.0,332,Halsted St & Diversey Pkwy,41.933666,-87.64895899999998,19.0,Old Town,Lake View
6648210,2015,8,31,6,16,Subscriber,Female,2015-08-02 16:39:00,2015-08-02 16:44:00,5.116666666666666,89.1,cloudy,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,210,Ashland Ave & Division St,41.90345,-87.66774699999998,19.0,Wicker Park,Wicker Park
12406352,2016,10,42,1,23,Subscriber,Male,2016-10-18 23:32:39,2016-10-18 23:38:15,5.6,55.9,clear,403,Wentworth Ave & 33rd St,41.83452989,-87.63182298,15.0,402,Shields Ave & 31st St,41.838464,-87.635406,15.0,Armour Square,Armour Square
17006243,2017,10,42,2,19,Subscriber,Male,2017-10-18 19:27:00,2017-10-18 19:31:00,4.5,64.0,cloudy,304,Broadway & Waveland Ave,41.949074,-87.648636,15.0,114,Sheffield Ave & Waveland Ave,41.949399,-87.65452900000003,27.0,Boystown,Wrigleyville
6706726,2015,8,32,2,13,Subscriber,Male,2015-08-05 13:14:00,2015-08-05 13:21:00,6.85,81.0,cloudy,44,State St & Randolph St,41.8847302,-87.62773357,27.0,161,Rush St & Superior St,41.89576475,-87.62590803,23.0,Loop,Rush & Division
2771601,2014,7,30,4,13,Subscriber,Male,2014-07-25 13:56:00,2014-07-25 14:07:00,11.016666666666667,73.0,cloudy,47,State St & Kinzie St,41.88918,-87.6277,15.0,35,Streeter Dr & Illinois St,41.891071,-87.6122,35.0,River North,Streeterville
16545225,2017,9,38,3,7,Subscriber,Male,2017-09-21 07:52:25,2017-09-21 08:08:56,16.516666666666666,75.9,cloudy,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,39.0,142,McClurg Ct & Erie St,41.894503,-87.61785400000002,31.0,Grant Park,Streeterville
17365198,2017,11,48,2,9,Subscriber,Male,2017-11-29 09:26:00,2017-11-29 09:30:00,4.033333333333333,43.0,cloudy,426,Ellis Ave & 60th St,41.78509715,-87.60107276,19.0,423,University Ave & 57th St,41.79147800000001,-87.599861,27.0,Woodlawn,Hyde Park
16586558,2017,9,38,5,11,Subscriber,Male,2017-09-23 11:22:46,2017-09-23 11:33:20,10.566666666666666,91.0,cloudy,94,Clark St & Armitage Ave,41.918306,-87.636282,31.0,140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,19.0,Old Town,Rush & Division
17215761,2017,11,45,2,8,Subscriber,Male,2017-11-08 08:31:00,2017-11-08 08:47:00,15.683333333333334,37.0,clear,225,Halsted St & Dickens Ave,41.919936,-87.64883,15.0,113,Bissell St & Armitage Ave,41.91844,-87.65222,15.0,Lincoln Park,Lincoln Park
12096122,2016,9,39,0,18,Subscriber,Female,2016-09-26 18:17:41,2016-09-26 18:32:58,15.283333333333331,64.9,clear,86,Eckhart Park,41.89637337,-87.66098386,15.0,118,Sedgwick St & North Ave,41.911386,-87.638677,19.0,West Town,Old Town
9826865,2016,5,22,1,9,Subscriber,Female,2016-05-31 09:36:00,2016-05-31 09:41:00,4.8,75.9,cloudy,225,Halsted St & Dickens Ave,41.919936,-87.64883,15.0,20,Sheffield Ave & Kingsbury St,41.910522,-87.65310600000002,15.0,Lincoln Park,River North
12643346,2016,11,44,6,13,Subscriber,Male,2016-11-06 13:17:50,2016-11-06 13:31:16,13.433333333333334,69.1,clear,114,Sheffield Ave & Waveland Ave,41.946966,-87.65424200000002,27.0,332,Halsted St & Diversey Pkwy,41.933666,-87.64895899999998,23.0,Lake View,Lake View
17093957,2017,10,43,2,19,Subscriber,Male,2017-10-25 19:17:00,2017-10-25 19:39:00,21.666666666666668,46.0,cloudy,48,Larrabee St & Kingsbury St,41.897764,-87.642884,39.0,216,California Ave & Division St,41.903029,-87.697474,15.0,River North,Humboldt Park
6821701,2015,8,33,0,20,Subscriber,Male,2015-08-10 20:11:00,2015-08-10 20:26:00,15.116666666666667,72.0,cloudy,255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,31.0,107,Desplaines St & Jackson Blvd,41.878287,-87.643909,23.0,Grant Park,West Loop
12008774,2016,9,38,2,18,Subscriber,Male,2016-09-21 18:21:24,2016-09-21 18:23:49,2.4166666666666665,72.0,cloudy,96,Desplaines St & Randolph St,41.88461619,-87.64457058,23.0,77,Clinton St & Madison St,41.882242,-87.64106600000002,31.0,West Loop,West Loop
15079851,2017,7,28,1,14,Subscriber,Male,2017-07-11 14:45:04,2017-07-11 14:58:56,13.866666666666667,84.0,cloudy,43,Michigan Ave & Washington St,41.88389277,-87.62464914,43.0,23,Orleans St & Elm St (*),41.902924,-87.637715,16.0,Loop,River North
14752269,2017,6,25,6,17,Subscriber,Female,2017-06-25 17:03:46,2017-06-25 17:24:38,20.866666666666667,70.0,cloudy,85,Michigan Ave & Oak St,41.90096039,-87.62377664,23.0,232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,23.0,Gold Coast,Lake View
7796108,2015,10,41,0,15,Subscriber,Male,2015-10-05 15:50:00,2015-10-05 15:56:00,6.216666666666667,59.0,cloudy,53,Wells St & Erie St,41.893832,-87.63419499999998,19.0,125,Rush St & Hubbard St,41.890011,-87.626293,15.0,River North,River North
1296060,2014,3,13,2,21,Subscriber,Male,2014-03-26 21:13:00,2014-03-26 21:22:00,9.366666666666667,37.9,cloudy,93,Sheffield Ave & Willow St,41.913688,-87.652855,15.0,219,Damen Ave & Cortland St,41.916027,-87.67741099999999,11.0,Lincoln Park,Bucktown
14747952,2017,6,25,6,14,Subscriber,Female,2017-06-25 14:33:33,2017-06-25 14:53:12,19.65,70.0,cloudy,337,Clark St & Chicago Ave,41.896544,-87.630931,19.0,130,Damen Ave & Division St,41.90331,-87.67695,15.0,Rush & Division,Wicker Park
14280928,2017,6,22,3,18,Subscriber,Male,2017-06-01 18:40:18,2017-06-01 18:55:46,15.466666666666669,73.0,cloudy,53,Wells St & Huron St,41.894729,-87.634371,27.0,43,Michigan Ave & Washington St,41.8838927658,-87.6246491409,43.0,River North,Loop
16802326,2017,10,40,2,21,Subscriber,Male,2017-10-04 21:58:00,2017-10-04 22:18:00,20.83333333333333,62.1,cloudy,38,Clark St & Lake St,41.88602083,-87.63087606,27.0,94,Clark St & Armitage Ave,41.918306,-87.636282,31.0,Loop,Old Town
15727670,2017,8,32,4,7,Subscriber,Male,2017-08-11 07:14:49,2017-08-11 07:38:27,23.633333333333333,68.0,cloudy,300,Broadway & Barry Ave,41.937725,-87.644095,19.0,191,Canal St & Monroe St (*),41.880884,-87.639525,28.0,Lake View,West Loop
16391305,2017,9,37,2,9,Subscriber,Male,2017-09-13 09:00:59,2017-09-13 09:16:26,15.45,66.9,cloudy,277,Ashland Ave & Grand Ave,41.891072,-87.666611,15.0,43,Michigan Ave & Washington St,41.88389277,-87.62464914,43.0,West Town,Loop
8251107,2015,11,46,1,17,Subscriber,Male,2015-11-10 17:16:00,2015-11-10 17:19:00,3.216666666666667,45.0,cloudy,174,Canal St & Madison St,41.882091,-87.639833,23.0,198,Green St (Halsted St) & Madison St,41.88175,-87.6478,19.0,West Loop,Greektown
